FileName,Latitude,Longitude,Date,Time,NewFileName
DJI_20250212114121_0033_T.JPG,17.97353644444444,76.45121536111111,2025-02-12,11:41:21,2025-02-12_17.97353644444444_76.45121536111111.jpg
DJI_20250212114121_0033_V.JPG,17.97353605555555,76.45121547222223,2025-02-12,11:41:21,2025-02-12_17.97353605555555_76.45121547222223.jpg
DJI_20250212114138_0034_T.JPG,17.97343972222222,76.45141122222222,2025-02-12,11:41:38,2025-02-12_17.97343972222222_76.45141122222222.jpg
DJI_20250212114138_0034_V.JPG,17.97343952777778,76.45141127777778,2025-02-12,11:41:38,2025-02-12_17.97343952777778_76.45141127777778.jpg
DJI_20250212114151_0035_T.JPG,17.97347708333333,76.45139966666667,2025-02-12,11:41:51,2025-02-12_17.97347708333333_76.45139966666667.jpg
DJI_20250212114151_0035_V.JPG,17.97347725000000,76.45139947222222,2025-02-12,11:41:51,2025-02-12_17.97347725000000_76.45139947222222.jpg
DJI_20250212114156_0036_T.JPG,17.97349138888889,76.45139630555556,2025-02-12,11:41:56,2025-02-12_17.97349138888889_76.45139630555556.jpg
DJI_20250212114156_0036_V.JPG,17.97349127777778,76.45139613888890,2025-02-12,11:41:56,2025-02-12_17.97349127777778_76.45139613888890.jpg
DJI_20250212114203_0037_T.JPG,17.97349283333333,76.45139277777778,2025-02-12,11:42:03,2025-02-12_17.97349283333333_76.45139277777778.jpg
DJI_20250212114203_0037_V.JPG,17.97349280555555,76.45139258333333,2025-02-12,11:42:03,2025-02-12_17.97349280555555_76.45139258333333.jpg
DJI_20250212114208_0038_T.JPG,17.97349616666666,76.45139350000001,2025-02-12,11:42:08,2025-02-12_17.97349616666666_76.45139350000001.jpg
DJI_20250212114208_0038_V.JPG,17.97349611111111,76.45139333333334,2025-02-12,11:42:08,2025-02-12_17.97349611111111_76.45139333333334.jpg
DJI_20250212114219_0039_T.JPG,17.97349277777777,76.45137875000000,2025-02-12,11:42:19,2025-02-12_17.97349277777777_76.45137875000000.jpg
DJI_20250212114219_0039_V.JPG,17.97349266666667,76.45137858333334,2025-02-12,11:42:19,2025-02-12_17.97349266666667_76.45137858333334.jpg
DJI_20250212114232_0040_T.JPG,17.97351155555555,76.45139688888889,2025-02-12,11:42:32,2025-02-12_17.97351155555555_76.45139688888889.jpg
DJI_20250212114232_0040_V.JPG,17.97351158333333,76.45139677777777,2025-02-12,11:42:32,2025-02-12_17.97351158333333_76.45139677777777.jpg
DJI_20250212114241_0041_T.JPG,17.97349777777778,76.45139294444445,2025-02-12,11:42:41,2025-02-12_17.97349777777778_76.45139294444445.jpg
DJI_20250212114241_0041_V.JPG,17.97349772222222,76.45139280555556,2025-02-12,11:42:41,2025-02-12_17.97349772222222_76.45139280555556.jpg
DJI_20250212114244_0042_T.JPG,17.97349800000000,76.45139341666668,2025-02-12,11:42:44,2025-02-12_17.97349800000000_76.45139341666668.jpg
DJI_20250212114244_0042_V.JPG,17.97349788888889,76.45139330555556,2025-02-12,11:42:44,2025-02-12_17.97349788888889_76.45139330555556.jpg
DJI_20250212114255_0043_T.JPG,17.97348988888889,76.45138230555555,2025-02-12,11:42:55,2025-02-12_17.97348988888889_76.45138230555555.jpg
DJI_20250212114255_0043_V.JPG,17.97348977777778,76.45138222222222,2025-02-12,11:42:55,2025-02-12_17.97348977777778_76.45138222222222.jpg
DJI_20250212114307_0044_T.JPG,17.97349761111111,76.45139741666667,2025-02-12,11:43:07,2025-02-12_17.97349761111111_76.45139741666667.jpg
DJI_20250212114307_0044_V.JPG,17.97349752777778,76.45139713888889,2025-02-12,11:43:07,2025-02-12_17.97349752777778_76.45139713888889.jpg
DJI_20250212114313_0045_T.JPG,17.97350675000000,76.45139472222222,2025-02-12,11:43:13,2025-02-12_17.97350675000000_76.45139472222222.jpg
DJI_20250212114313_0045_V.JPG,17.97350663888889,76.45139455555555,2025-02-12,11:43:13,2025-02-12_17.97350663888889_76.45139455555555.jpg
DJI_20250212114322_0046_T.JPG,17.97349786111111,76.45139397222222,2025-02-12,11:43:22,2025-02-12_17.97349786111111_76.45139397222222.jpg
DJI_20250212114322_0046_V.JPG,17.97349783333333,76.45139386111111,2025-02-12,11:43:22,2025-02-12_17.97349783333333_76.45139386111111.jpg
DJI_20250212114329_0047_T.JPG,17.97349911111111,76.45139316666668,2025-02-12,11:43:29,2025-02-12_17.97349911111111_76.45139316666668.jpg
DJI_20250212114329_0047_V.JPG,17.97349908333333,76.45139297222222,2025-02-12,11:43:29,2025-02-12_17.97349908333333_76.45139297222222.jpg
DJI_20250212114339_0048_T.JPG,17.97349063888889,76.45137930555556,2025-02-12,11:43:39,2025-02-12_17.97349063888889_76.45137930555556.jpg
DJI_20250212114339_0048_V.JPG,17.97349052777778,76.45137916666667,2025-02-12,11:43:39,2025-02-12_17.97349052777778_76.45137916666667.jpg
DJI_20250212114348_0049_T.JPG,17.97351347222222,76.45138730555556,2025-02-12,11:43:48,2025-02-12_17.97351347222222_76.45138730555556.jpg
DJI_20250212114348_0049_V.JPG,17.97351336111111,76.45138716666666,2025-02-12,11:43:48,2025-02-12_17.97351336111111_76.45138716666666.jpg
DJI_20250212114357_0050_T.JPG,17.97356138888889,76.45149447222222,2025-02-12,11:43:57,2025-02-12_17.97356138888889_76.45149447222222.jpg
DJI_20250212114357_0050_V.JPG,17.97356158333333,76.45149455555556,2025-02-12,11:43:57,2025-02-12_17.97356158333333_76.45149455555556.jpg
DJI_20250212114401_0051_T.JPG,17.97356194444444,76.45149527777778,2025-02-12,11:44:01,2025-02-12_17.97356194444444_76.45149527777778.jpg
DJI_20250212114401_0051_V.JPG,17.97355188888889,76.45150363888889,2025-02-12,11:44:01,2025-02-12_17.97355188888889_76.45150363888889.jpg
DJI_20250212114404_0052_T.JPG,17.97356186111111,76.45149547222222,2025-02-12,11:44:04,2025-02-12_17.97356186111111_76.45149547222222.jpg
